Unnamed: 0,utt_id,EDA,filename,session_number,speaker,start,end,utterance,original_order,file_name_base
4349,3,sd,Ses03M_script01_1,3,M,34.206,40.1648,I don't know. But after it cracked he ran back into the house and he cried in the kitchen.,8,Ses03M_script01_1_M003
4350,4,qy,Ses03M_script01_1,3,F,40.0593,42.3795,Did you talk to him?,9,Ses03M_script01_1_F004
4351,4,sd,Ses03M_script01_1,3,M,41.7292,47.2837,No.  I figured the best thing to do was leave him alone.,10,Ses03M_script01_1_M004
4352,5,xx,Ses03M_script01_1,3,F,47.5298,49.4985,He cried hard?,11,Ses03M_script01_1_F005
4353,5,sd,Ses03M_script01_1,3,M,49.0414,51.432,I could hear it right through the floor.,12,Ses03M_script01_1_M005
4354,6,qw,Ses03M_script01_1,3,F,51.5374,54.8596,"God, what was he doing out there anyway?",13,Ses03M_script01_1_F006
4355,7,sd,Ses03M_script01_1,3,F,54.9651,59.2013,Starting to dream about him again.  He's walking around at night again.,14,Ses03M_script01_1_F007
4356,6,sd,Ses03M_script01_1,3,M,58.7443,61.416,I guess he is.,15,Ses03M_script01_1_M006
4357,8,sd,Ses03M_script01_1,3,F,61.0118,66.785,"He's getting just like he did after he died, you know?  What, what, what's the meaning of this?",16,Ses03M_script01_1_F008
4358,7,sd,Ses03M_script01_1,3,M,66.2323,72.5602,"I don't know.  But I know one thing mom, we made a terrible mistake with dad.",17,Ses03M_script01_1_M007
4359,9,br,Ses03M_script01_1,3,F,71.9274,73.9489,What?,18,Ses03M_script01_1_F009
4360,8,sv,Ses03M_script01_1,3,M,73.2985,78.5718,Being dishonest with him.  That kind of thing always pays off and now it's paying off.,19,Ses03M_script01_1_M008
4361,10,qw,Ses03M_script01_1,3,F,77.8159,79.695,What do you mean dishonest?,20,Ses03M_script01_1_F010
4362,9,sd,Ses03M_script01_1,3,M,79.187,87.9758,You know that Larry's not coming back and I know that too.  Why we both go on letting him think that we both believe with him.,21,Ses03M_script01_1_M009
4363,11,qw,Ses03M_script01_1,3,F,87.5187,90.4366,What are you going to do?  You want to argue with him?,22,Ses03M_script01_1_F011
4364,10,sv,Ses03M_script01_1,3,M,90.0851,96.7118,"No I don't want to argue with him but, it's time that he realizes that nobody believes Larry's coming back anymore.",23,Ses03M_script01_1_M010
4365,11,qh,Ses03M_script01_1,3,M,96.747,110.3169,"Why shouldn't he walk around and dream at him at night.  Walk around.  Why shouldn't he walk around?  Why shouldn't he dream of him, walk around at night waiting for him?  Do we contradict him?  Do we say flat out that we don't have anymore hope?",24,Ses03M_script01_1_M011
4366,12,qy,Ses03M_script01_1,3,M,110.352,113.4632,That we haven't had any hope for years now?,25,Ses03M_script01_1_M012
4367,12,sv,Ses03M_script01_1,3,F,113.1996,116.0999,You can't say that to him.,26,Ses03M_script01_1_F012
4368,13,sd,Ses03M_script01_1,3,M,115.5726,117.6116,We got to say it to him.,27,Ses03M_script01_1_M013
4369,13,qw,Ses03M_script01_1,3,F,117.0666,119.8625,How are you going to prove it?  Can you prove it?,28,Ses03M_script01_1_F013
4370,14,sd,Ses03M_script01_1,3,M,119.4396,125.1699,Larry's been gone for three years.  For god sakes no one comes back after three years.  It's insane.,29,Ses03M_script01_1_M014
4371,14,sv,Ses03M_script01_1,3,F,124.5723,128.6327,"To you maybe, to me, but not to your father.  I mean,",30,Ses03M_script01_1_F014
4372,15,sv,Ses03M_script01_1,3,F,128.6854,136.6656,he still thinks he's alive still.  I mean you could talk yourself blue in the face and there's no body and there's no grave so where are you?,31,Ses03M_script01_1_F015
4373,15,fc,Ses03M_script01_1,3,M,136.0504,140.6733,"Listen mom, just, sit down.  I want to talk to you.",32,Ses03M_script01_1_M015
4374,16,sd,Ses03M_script01_1,3,F,140.0581,148.8821,No.  It's his god damned newspapers is what it is.  Now every month there's a new boy comes home and Larry's going to be the next one.,33,Ses03M_script01_1_F016
4375,16,fc,Ses03M_script01_1,3,M,145.645,149.216,Alright. Alright. Alright just listen.,34,Ses03M_script01_1_M016
4376,17,qy,Ses03M_script01_1,3,M,149.6027,153.3625,"You know why I asked Annie here, right?",35,Ses03M_script01_1_M017
4377,17,qw,Ses03M_script01_1,3,F,152.8722,155.0166,Why?,36,Ses03M_script01_1_F017
4378,18,sd,Ses03M_script01_1,3,M,154.1553,156.1943,You know.,37,Ses03M_script01_1_M018
4379,18,sd,Ses03M_script01_1,3,F,155.5967,160.2372,Well I have an idea but I don't know.  What's the story?,38,Ses03M_script01_1_F018
4380,19,sd,Ses03M_script01_1,3,M,159.411,162.7156,I want to ask her to marry me.,39,Ses03M_script01_1_M019
4381,19,xx,Ses03M_script01_1,3,F,162.5223,165.5104,Well that's your business Chris.,40,Ses03M_script01_1_F019
4382,20,sd,Ses03M_script01_1,3,M,165.0359,167.901,You know it's not just my business.,41,Ses03M_script01_1_M020
4383,20,qy,Ses03M_script01_1,3,F,167.0748,171.3638,"Well what do you want me to do?  I mean, you're old enough to know your own mind.",42,Ses03M_script01_1_F020
4384,21,sd,Ses03M_script01_1,3,M,170.3619,173.6137,Okay.  So then it's alright.  I'll go ahead with it.,43,Ses03M_script01_1_M021
4385,21,sv,Ses03M_script01_1,3,F,173.0336,177.762,"Well, I mean, you got to make sure your dad's not going--",44,Ses03M_script01_1_F021
4386,22,sv,Ses03M_script01_1,3,M,176.5843,188.5546,Oh see then it's just not my business. God you infuriate me sometimes.  Isn't my business too if dad throws a fit?  Huh?  God you have such a talent for ignoring things.,45,Ses03M_script01_1_M022
4387,22,sd,Ses03M_script01_1,3,F,178.2718,180.4162,Well I'm just saying--,46,Ses03M_script01_1_F022
4388,23,sd,Ses03M_script01_1,3,F,188.3964,191.9471,You know I ignore what I got to ignore.,47,Ses03M_script01_1_F023
4389,24,sd,Ses03M_script01_1,3,F,192.1053,195.7439,She's not...she's Larry's girl.,48,Ses03M_script01_1_F024
4390,23,sd,Ses03M_script01_1,3,M,195.0056,197.2731,She's not Larry's girl.,49,Ses03M_script01_1_M023
4391,25,sv,Ses03M_script01_1,3,F,196.904,205.9916,From your father's point of view he is still alive and if you try and take her that's just not fair.  You can't do that.,50,Ses03M_script01_1_F025
4392,24,sd,Ses03M_script01_1,3,M,217.5225,222.9188,I don't know why it is but every time I reach out for something I want I have to pull back,51,Ses03M_script01_1_M024
4393,26,sd,Ses03M_script01_1,3,F,206.0268,217.2625,"And-And-And if you go on from there if you know already to go on from there, then you can.  But I'm telling you something that I don't know where to go.  You got it?  I mean, do you?",52,Ses03M_script01_1_F026
4394,25,sv,Ses03M_script01_1,3,M,222.954,224.9875,Because other people will suffer.,53,Ses03M_script01_1_M025
4395,26,sd,Ses03M_script01_1,3,M,225.17,230.1959,"My whole entire, bloody life time and time again.",54,Ses03M_script01_1_M026
4396,27,sv,Ses03M_script01_1,3,F,230.0377,235.1352,You're a considerate fellow.  There is nothing wrong in that.,55,Ses03M_script01_1_F027
4397,27,ba,Ses03M_script01_1,3,M,234.7134,236.7524,Well to hell with that.,56,Ses03M_script01_1_M027
4398,28,qy,Ses03M_script01_1,3,F,236.436,239.4417,Did you ask Annie yet?,57,Ses03M_script01_1_F028
4399,28,sd,Ses03M_script01_1,3,M,239.2308,242.2893,I wanted to get this settled first.,58,Ses03M_script01_1_M028
4400,29,qw,Ses03M_script01_1,3,F,241.4456,246.5175,And what if she doesn't marry you huh?  What if she feels the same way your father does?,59,Ses03M_script01_1_F029
4401,29,sv,Ses03M_script01_1,3,M,245.8575,248.1426,Then I guess that's the end of it.,60,Ses03M_script01_1_M029
4402,30,sd,Ses03M_script01_1,3,M,248.2129,253.0675,But from her letters I think she's forgotten him.  I'll find out.,61,Ses03M_script01_1_M030
4403,31,sd,Ses03M_script01_1,3,M,253.115,259.0759,"And then we'll thrash it out with dad right?  Mom, don't avoid me.",62,Ses03M_script01_1_M031
4404,30,sd,Ses03M_script01_1,3,F,259.0583,264.395,"Look, you never had seen many, many women.  You know?  I mean...",63,Ses03M_script01_1_F030
4405,32,^q,Ses03M_script01_1,3,M,263.8218,267.2846,Well so what?  I'm just not fast with women.,64,Ses03M_script01_1_M032
4406,31,sv,Ses03M_script01_1,3,F,266.5639,270.4837,Well I just don't see why it has to be Annie.,65,Ses03M_script01_1_F031
4407,33,sv,Ses03M_script01_1,3,M,270.3431,273.2258,Because it is.,66,Ses03M_script01_1_M033
4408,32,sv,Ses03M_script01_1,3,F,273.8586,282.9111,"Well that's a good answer but, it doesn't answer anything.  You haven't seen her since you left to go to the war and it's been five years.",67,Ses03M_script01_1_F032
4409,34,sv,Ses03M_script01_1,3,M,282.8408,295.1075,It's just...that's just the way it is.  That's how I feel.  You know these years when I think of someone I want to marry I think of Annie.  What do you want a diagram?,68,Ses03M_script01_1_M034
4410,33,sd,Ses03M_script01_1,3,F,294.6353,297.729,No I don't want a diagram.,69,Ses03M_script01_1_F033
4411,34,sd,Ses03M_script01_1,3,F,298.766,310.8594,"He thinks he's coming back. And you go off and marry that girl and you're just pronouncing him dead and what's going to happen to him?  I don't know.  Do you?  I mean, I don't know.",70,Ses03M_script01_1_F034
4412,35,xx,Ses03M_script01_1,3,M,312.0547,315.7108,Alright then.,72,Ses03M_script01_1_M035
4413,35,xx,Ses03M_script01_1,3,F,315.3593,319.1736,"Look, just give it some thought okay?",73,Ses03M_script01_1_F035
4414,36,sd,Ses03M_script01_1,3,M,318.8396,329.8432,I've given it three years of thought and I thought that if I waited then dad would forget about Larry and then we could have a regular wedding and everything happy.,74,Ses03M_script01_1_M036
4415,37,sd,Ses03M_script01_1,3,M,329.9225,333.3939,But if I can't have that here I'll get out.,75,Ses03M_script01_1_M037
4416,36,qw,Ses03M_script01_1,3,F,333.5675,336.3425,What the hell is this?,76,Ses03M_script01_1_F036
4417,38,sd,Ses03M_script01_1,3,M,335.6965,341.245,I'll get out.  I'll marry her somewhere else.  Maybe New York.,77,Ses03M_script01_1_M038
4418,37,qy,Ses03M_script01_1,3,F,340.8468,343.4482,Are you crazy?,78,Ses03M_script01_1_F037
4419,39,sd,Ses03M_script01_1,3,M,343.7998,349.6275,I've been a good son too long.  A good sucker and I'm through with it.,79,Ses03M_script01_1_M039
4420,38,qy,Ses03M_script01_1,3,F,349.284,354.1175,You're just going to leave the business?  You have a business here.  You can't do that.,80,Ses03M_script01_1_F038
4421,40,sd,Ses03M_script01_1,3,M,352.1675,356.16,The business doesn't inspire me.,81,Ses03M_script01_1_M040
4422,39,sv,Ses03M_script01_1,3,F,355.6998,358.2486,"Oh, you have to be inspired.",82,Ses03M_script01_1_F039
4423,41,sd,Ses03M_script01_1,3,M,357.4927,371.9591,Yes.  I like it an hour out of the day.  If I have to grub for money all day long at least at evening I want it beautiful.  I want a family.  I want a wife.  I want some kids.  I want to build something I can give myself to.,83,Ses03M_script01_1_M041
4424,42,sd,Ses03M_script01_1,3,M,372.0118,376.0898,Now Annie is in the middle of all that.  Where do I find it?,84,Ses03M_script01_1_M042
4425,40,qy,Ses03M_script01_1,3,F,376.51,381.0642,Tell me something.  You can leave this business?,85,Ses03M_script01_1_F040
4426,43,sd,Ses03M_script01_1,3,M,380.5369,384.1403,Yes.  On this I would.,86,Ses03M_script01_1_M043
4427,41,sv,Ses03M_script01_1,3,F,383.9997,386.9,You can't talk like that.,87,Ses03M_script01_1_F041
4428,44,xx,Ses03M_script01_1,3,M,386.7945,389.8003,Then help me stay here.,88,Ses03M_script01_1_M044
4429,42,qy,Ses03M_script01_1,3,F,390.2222,394.1947,Alright but you can't talk like that you hear?,89,Ses03M_script01_1_F042
4430,43,xx,Ses03M_script01_1,3,F,394.2475,401.1175,"I mean what the hell have we worked for then?  I mean, it's all for you Chris.  The whole shooting match is for you.",90,Ses03M_script01_1_F043
4431,45,^q,Ses03M_script01_1,3,M,399.5734,403.1625,I know.  Just you help me stay here.,91,Ses03M_script01_1_M045
4432,44,qy,Ses03M_script01_1,3,F,403.0011,407.7118,Alright but you don't talk like that you hear?  You don't.,92,Ses03M_script01_1_F044
4433,46,sd,Ses03M_script01_1,3,M,407.0791,410.5946,I am thinking like that.,93,Ses03M_script01_1_M046
4434,45,qy,Ses03M_script01_1,3,F,411.4559,414.7429,I don't understand you do I?,94,Ses03M_script01_1_F045
4435,47,sv,Ses03M_script01_1,3,M,414.2156,418.5924,No you don't.  I'm a pretty tough guy.,95,Ses03M_script01_1_M047
4436,46,sd,Ses03M_script01_1,3,F,419.067,422.6352,Yeah.  I can see that.,96,Ses03M_script01_1_F046
4437,0,fc,Ses03F_impro07,3,M,5.1689,7.6856,"Hey, Isabella.",0,Ses03F_impro07_M000
4438,0,qw,Ses03F_impro07,3,F,7.2915,9.6563,"Hey, how's it going, Joe?",1,Ses03F_impro07_F000
4439,1,sd,Ses03F_impro07,3,M,9.284,11.0248,I'm all right.,2,Ses03F_impro07_M001
4440,1,sd,Ses03F_impro07,3,F,10.4226,13.5866,"Uh-, So I got some good news.",3,Ses03F_impro07_F001
4441,2,b,Ses03F_impro07,3,M,13.302,14.8785,Yeah?,4,Ses03F_impro07_M002
4442,2,ny,Ses03F_impro07,3,F,14.3749,15.5682,Yep.,5,Ses03F_impro07_F002
4443,3,xx,Ses03F_impro07,3,M,15.0537,16.7835,You're not pregnant or anything.,6,Ses03F_impro07_M003
4444,3,qw,Ses03F_impro07,3,F,16.3565,20.265,Pregnant? What are you talking about? No.,7,Ses03F_impro07_F003
4445,4,qy,Ses03F_impro07,3,M,19.8052,21.951,"I know you've been trying to have a baby, right?",8,Ses03F_impro07_M004
4446,4,sd,Ses03F_impro07,3,F,24.6223,27.0419,I have some better news than that.,9,Ses03F_impro07_F004
4447,5,bh,Ses03F_impro07,3,M,26.2317,27.6002,"Oh, really?",10,Ses03F_impro07_M005
4448,5,qw,Ses03F_impro07,3,F,27.1514,30.995,"Yes, What would you want more than anything in this world?",11,Ses03F_impro07_F005
4449,6,qy,Ses03F_impro07,3,M,30.6767,32.724,A chocolate cake?,12,Ses03F_impro07_M006
4450,6,qw,Ses03F_impro07,3,F,32.4612,37.2017,How about maybe for me to possibly stay in L.A.?,13,Ses03F_impro07_F006
4451,7,qy,Ses03F_impro07,3,M,36.5449,39.8074,"Oh, wow. You got in?",14,Ses03F_impro07_M007
4452,8,qw,Ses03F_impro07,3,M,39.8402,41.3511,Which one?,15,Ses03F_impro07_M008
4453,7,sd,Ses03F_impro07,3,F,40.4095,44.5589,"I got--U.S.C.. I got- Yeah, I got the acceptance letter.",16,Ses03F_impro07_F007
4454,9,bk,Ses03F_impro07,3,M,41.7343,43.3984,oh really?,17,Ses03F_impro07_M009
4455,10,qy,Ses03F_impro07,3,M,43.5407,46.3725,You got in? Wow.,18,Ses03F_impro07_M010
4456,8,sd,Ses03F_impro07,3,F,45.8836,49.4527,"Yes, me, I got in. Thank you very much.",19,Ses03F_impro07_F008
4457,11,fc,Ses03F_impro07,3,M,48.4564,50.2191,Good for you.,20,Ses03F_impro07_M011
4458,9,sd,Ses03F_impro07,3,F,49.4855,61.419,"Yeah, I know, my mom called me. I was with my girlfriend in Boston, and uh- she got the letter and she called me, she said I don't know, do you want me to open it? And I was like yes, open it. And she opened it and she goes oh, I'm sorry, Nat.",21,Ses03F_impro07_F009
4459,10,sd,Ses03F_impro07,3,F,61.4409,67.6047,"And I was like what? She's like, you know, you didn't get in. Totally plays it off. Like I didn't get in. And I'm like, I start almost crying.",22,Ses03F_impro07_F010
4460,11,sd,Ses03F_impro07,3,F,67.6266,70.5826,"And my mom was like Natalie, Natalie, it's [GARBAGE], you know-",24,Ses03F_impro07_F011
4461,12,b,Ses03F_impro07,3,M,67.3201,68.6995,oh yeah.,25,Ses03F_impro07_M012
4462,12,sd,Ses03F_impro07,3,F,70.6125,72.7503,"and so, I mean, I got in.",26,Ses03F_impro07_F012
4463,13,ba,Ses03F_impro07,3,M,72.0606,76.4727,"Oh, Jesus. That is so amazing.",27,Ses03F_impro07_M013
4464,13,sd,Ses03F_impro07,3,F,75.4764,80.6658,So now I can stay here and now we can party. I know.,28,Ses03F_impro07_F013
4465,14,qy,Ses03F_impro07,3,M,79.0345,81.3884,Party. You want to get drunk tonight?,29,Ses03F_impro07_M014
4466,14,xx,Ses03F_impro07,3,F,81.1366,83.7094,"Yeah, why not.",30,Ses03F_impro07_F014
4467,15,sv,Ses03F_impro07,3,M,81.8154,84.4101,"Yeah, we're going to celebrate.",31,Ses03F_impro07_M015
4468,15,sd,Ses03F_impro07,3,F,84.005,86.5888,"We're not twenty one yet, but whatever.",32,Ses03F_impro07_F015
4469,16,sd,Ses03F_impro07,3,M,85.483,88.9645,"Yeah, I'm only eighteen so it's--go get drunk.",33,Ses03F_impro07_M016
4470,16,sd,Ses03F_impro07,3,F,89.9498,97.2632,"[LAUGHTER]. I'm so excited, Joe. Oh, man, I-- And I got in--I got into the school of theatre, so it's like-",34,Ses03F_impro07_F016
4471,17,sd,Ses03F_impro07,3,M,92.1833,94.5481,Shit. That's-,35,Ses03F_impro07_M017
4472,18,sd,Ses03F_impro07,3,M,96.1027,104.0948,"Oh, my God. That's--I heard it's top five-- --in the Grauman scale or something.",36,Ses03F_impro07_M018
4473,17,sv,Ses03F_impro07,3,F,97.6125,99.7,Yeah. It's really cool.,37,Ses03F_impro07_F017
4474,18,b,Ses03F_impro07,3,F,100.94,101.9425,Yeah.,38,Ses03F_impro07_F018
4475,19,sd,Ses03F_impro07,3,F,103.2409,105.8246,Top five in the nation.,39,Ses03F_impro07_F019
4476,19,ba,Ses03F_impro07,3,M,104.9378,109.3828,Who-whooooo. Miss Acti- Acting Pants.,40,Ses03F_impro07_M019
4477,20,qw,Ses03F_impro07,3,F,108.9339,114.0576,"Acting Pants? So what are you going to do? Are you--you're be--you're going to stay here, right?",41,Ses03F_impro07_F020
4478,20,sd,Ses03F_impro07,3,M,110.0068,111.9775,Acti- acting pants.,42,Ses03F_impro07_M020
4479,21,sd,Ses03F_impro07,3,M,113.5431,116.9675,I got into film school at the Art Academy.,43,Ses03F_impro07_M021
4480,21,sd,Ses03F_impro07,3,F,116.5538,120.1338,Awesome. We're both going to be in L.A.,44,Ses03F_impro07_F021
4481,22,sd,Ses03F_impro07,3,M,119.4441,123.1555,So I'm going to be--yeah. I'm going to make films; you're going to be in them.,46,Ses03F_impro07_M022
4482,22,sd,Ses03F_impro07,3,F,122.5534,126.7125,"I'm so excited. Yeah, I thought I was going to go to Boston, but then--",47,Ses03F_impro07_F022
4483,23,sd,Ses03F_impro07,3,M,126.2319,127.907,Fuck Boston.,48,Ses03F_impro07_M023
4484,23,sd,Ses03F_impro07,3,F,132.2534,135.5707,"Oh man, I'm so excited. So much to do.",49,Ses03F_impro07_F023
4485,24,sv,Ses03F_impro07,3,M,128.4325,132.5819,Boston smells bad. L.A. is so much cooler.,50,Ses03F_impro07_M024
4486,24,sv,Ses03F_impro07,3,F,135.6035,140.1689,"There's so much culture here, you know? It's just like-- --all great restaurants and-",51,Ses03F_impro07_F024
4487,25,sd,Ses03F_impro07,3,F,140.2075,142.6103,I'm just so excited to start my life.,53,Ses03F_impro07_F025
4488,25,sd,Ses03F_impro07,3,M,141.4389,144.6125,We should uh- go to Little Ethiopia.,54,Ses03F_impro07_M025
4489,26,sd,Ses03F_impro07,3,F,144.34,152.4965,"Oh, and you sit down and you have the sponge bread-- --and eat the--drink the beer. Ugh, I love that stuff. I'm so excited.",55,Ses03F_impro07_F026
4490,27,qy,Ses03F_impro07,3,F,152.53,154.8175,Are you going to come stay in my dorm with me sometime?,57,Ses03F_impro07_F027
4491,26,xx,Ses03F_impro07,3,M,154.3796,158.0034,"Hell, yeah. Pass out.",58,Ses03F_impro07_M026
4492,28,sd,Ses03F_impro07,3,F,155.9342,157.664,Yeah. I'll get like one of those little--,59,Ses03F_impro07_F028
4493,29,sd,Ses03F_impro07,3,F,157.7525,161.56,Yeah. Those little-- --mattresses. I'll put it by my bed.,60,Ses03F_impro07_F029
4494,27,sd,Ses03F_impro07,3,M,158.3319,159.5033,-drunk.,61,Ses03F_impro07_M027
4495,28,sd,Ses03F_impro07,3,M,161.0689,163.7621,"No, I'll sleep in your bed. Cuddle up.",62,Ses03F_impro07_M028
4496,30,aa,Ses03F_impro07,3,F,162.6892,168.1304,"Oh, I don't think so. Hmm-mm. No.",63,Ses03F_impro07_F030
4497,29,b,Ses03F_impro07,3,M,165.9846,167.3093,Uh-oh.,64,Ses03F_impro07_M029
4498,31,sv,Ses03F_impro07,3,F,168.3494,171.4587,That's going to--that'll be reserved for somebody else.,65,Ses03F_impro07_F031
4499,30,sv,Ses03F_impro07,3,M,171.1083,175.695,"Oh, hey. Freshman slut. That's you gona need.",66,Ses03F_impro07_M030
4500,32,qy^d,Ses03F_impro07,3,F,171.6557,177.8524,[LAUGHTER] Hello? I am not.,67,Ses03F_impro07_F032
4501,31,sd,Ses03F_impro07,3,M,176.2977,179.0238,"That's what you got to be though, freshman year.",68,Ses03F_impro07_M031
4502,33,sd,Ses03F_impro07,3,F,178.1699,180.8225,"No, I don't. I'm not like that.",69,Ses03F_impro07_F033
4503,32,b,Ses03F_impro07,3,M,179.1661,180.2391,Yeah.,70,Ses03F_impro07_M032
4504,33,sv,Ses03F_impro07,3,M,180.5347,182.2754,"Well, get used to it.",71,Ses03F_impro07_M033
4505,34,sv,Ses03F_impro07,3,F,181.6076,184.049,"[LAUGHTER]. No, you'd get used to it.",72,Ses03F_impro07_F034
4506,34,sd,Ses03F_impro07,3,M,183.7534,185.6803,"Hey, I'm already getting used to it.",73,Ses03F_impro07_M034
4507,35,sd,Ses03F_impro07,3,F,190.1909,192.1616,"[LAUGHTER]. Oh, Joe, I'm so happy.",74,Ses03F_impro07_F035
4508,35,sd,Ses03F_impro07,3,M,191.7127,194.0118,"Me too, Isabella.",75,Ses03F_impro07_M035
4509,0,qw,Ses03M_impro06,3,F,9.6133,14.6512,How's it going?  How are you feeling?,0,Ses03M_impro06_F000
4510,0,sd,Ses03M_impro06,3,M,13.5804,16.6469,I ah--,1,Ses03M_impro06_M000
4511,1,xx,Ses03M_impro06,3,M,17.2553,20.0055,alright.,2,Ses03M_impro06_M001
4512,1,qy,Ses03M_impro06,3,F,19.2023,22.2932,Hanging in there?,3,Ses03M_impro06_F001
4513,2,ny,Ses03M_impro06,3,M,21.3927,24.4349,Yeah.,4,Ses03M_impro06_M002
4514,2,sv,Ses03M_impro06,3,F,27.9882,31.5658,So sad.,5,Ses03M_impro06_F002
4515,3,sd,Ses03M_impro06,3,M,30.8844,35.1434,It just feels like I was talking to him yesterday.,6,Ses03M_impro06_M003
4516,3,b,Ses03M_impro06,3,F,34.1943,36.7984,Yeah.,7,Ses03M_impro06_F003
4517,4,qy,Ses03M_impro06,3,F,36.8471,40.23,You guys were real close huh?,8,Ses03M_impro06_F004
4518,4,sd,Ses03M_impro06,3,M,40.1813,44.416,He was my only friend growing up.,9,Ses03M_impro06_M004
4519,5,sd,Ses03M_impro06,3,M,44.489,48.8941,no one else would talk to me but he would.,10,Ses03M_impro06_M005
4520,6,sd,Ses03M_impro06,3,M,48.9915,53.5183,He was supposed to be the best man at my wedding.,11,Ses03M_impro06_M006
4521,5,sd,Ses03M_impro06,3,F,53.4939,57.3393,I'm so sorry.,12,Ses03M_impro06_F005
4522,7,b,Ses03M_impro06,3,M,57.8747,60.7465,Yeah.,13,Ses03M_impro06_M007
4523,8,qy,Ses03M_impro06,3,M,60.8439,68.7049,You know I was always the one to tell him to be more wild you know?,14,Ses03M_impro06_M008
4524,6,ny,Ses03M_impro06,3,F,67.4394,69.5811,Yeah.,15,Ses03M_impro06_F006
4525,9,sd,Ses03M_impro06,3,M,68.924,74.4242,And he just took it overboard.,16,Ses03M_impro06_M009
4526,7,qw,Ses03M_impro06,3,F,76.5173,82.7477,What happened?  What went wrong?,17,Ses03M_impro06_F007
4527,10,sv,Ses03M_impro06,3,M,82.699,88.686,You know a stupid case of drunk driving it's just...,18,Ses03M_impro06_M010
4528,11,sd,Ses03M_impro06,3,M,88.9294,94.2593,"and the worst part of it is that he was in the car with his girlfriend,",19,Ses03M_impro06_M011
4529,12,sd,Ses03M_impro06,3,M,94.3324,97.4719,his girlfriend got killed too.,20,Ses03M_impro06_M012
4530,8,ba,Ses03M_impro06,3,F,96.6931,98.8348,Oh man.,21,Ses03M_impro06_F008
4531,13,sd,Ses03M_impro06,3,M,97.5449,100.9765,And the car that he hit was his family.,22,Ses03M_impro06_M013
4532,9,qw,Ses03M_impro06,3,F,100.1004,103.1912,How are they?,23,Ses03M_impro06_F009
4533,14,sd,Ses03M_impro06,3,M,103.0452,106.1847,The mother and father died--,24,Ses03M_impro06_M014
4534,15,sd,Ses03M_impro06,3,M,106.3064,111.1739,and the kids are paralyzed in a coma right now.,25,Ses03M_impro06_M015
4535,16,sd,Ses03M_impro06,3,M,112.0501,116.6986,and just going to the funeral it's-,26,Ses03M_impro06_M016
4536,17,qy,Ses03M_impro06,3,M,117.015,121.9555,"-do I miss him or do I hate him, you know?",27,Ses03M_impro06_M017
4537,10,qy,Ses03M_impro06,3,F,123.8051,132.2016,Yeah.  Like I mean if you need anyone to talk to or anything I'm here for you okay?,28,Ses03M_impro06_F010
4538,11,sd,Ses03M_impro06,3,F,132.9074,136.8014,We're all here for you.,30,Ses03M_impro06_F011
4539,18,sd,Ses03M_impro06,3,M,137.9453,142.8858,I was supposed to see him last summer,31,Ses03M_impro06_M018
4540,19,sd,Ses03M_impro06,3,M,143.6889,152.0367,then I got busy with work and stuff and three years go by,32,Ses03M_impro06_M019
4541,20,sd,Ses03M_impro06,3,M,152.3044,156.2958,and then something like this happens you know?,33,Ses03M_impro06_M020
4542,21,sd,Ses03M_impro06,3,M,156.4905,161.4797,I mean I haven't even talked to him on the phone for the past three months.,34,Ses03M_impro06_M021
4543,22,sd,Ses03M_impro06,3,M,161.7717,164.8139,He's supposed to be my best friend.,35,Ses03M_impro06_M022
4544,12,sd,Ses03M_impro06,3,F,164.0351,166.3472,I know.,36,Ses03M_impro06_F012
4545,13,sv,Ses03M_impro06,3,F,167.9048,175.1087,just things happen in life and you just...there's just no explanation you know?  We just don't...,37,Ses03M_impro06_F013
4546,23,sv,Ses03M_impro06,3,M,175.1087,178.2726,It's so fucked up.,38,Ses03M_impro06_M023
4547,14,b,Ses03M_impro06,3,F,177.1044,179.2704,Yeah.,39,Ses03M_impro06_F014
4548,15,sd,Ses03M_impro06,3,F,180.8037,182.9697,I'm so sorry.,40,Ses03M_impro06_F015
4549,24,qw,Ses03M_impro06,3,M,182.0206,184.6003,Why is that?,41,Ses03M_impro06_M024
4550,25,sd,Ses03M_impro06,3,M,185.4522,189.8573,He was studying to be a doctor.,42,Ses03M_impro06_M025
4551,26,sv,Ses03M_impro06,3,M,190.052,199.5193,"I mean he was...he wanted to help people in poor countries, that is his goal.  He didn't care about the money.  He just wanted to go and help people.",43,Ses03M_impro06_M026
4552,27,qw,Ses03M_impro06,3,M,199.61,204.8248,What the...what am I doing?,44,Ses03M_impro06_M027
4553,28,qy,Ses03M_impro06,3,M,204.8979,208.8892,Working for corporate America?  Wow.,45,Ses03M_impro06_M028
4554,29,sd,Ses03M_impro06,3,M,209.0109,212.8562,He actually wanted to do something.,46,Ses03M_impro06_M029
4555,16,sd,Ses03M_impro06,3,F,212.9536,219.8655,"Well now you can follow his footsteps, you know?  Carry out what he wanted to do.",47,Ses03M_impro06_F016
4556,30,sd,Ses03M_impro06,3,M,219.2327,221.3744,I can't do that.,48,Ses03M_impro06_M030
4557,17,sv,Ses03M_impro06,3,F,220.2792,223.6378,Well sure you could.,49,Ses03M_impro06_F017
4558,31,xx,Ses03M_impro06,3,M,224.3922,226.9233,You should've met him.,50,Ses03M_impro06_M031
4559,32,sv,Ses03M_impro06,3,M,227.0694,229.3084,He is the greatest...everyone liked him.,51,Ses03M_impro06_M032
